EMG
24
181
147
302
376
437
355
193
0
162
107
337
0
334
0
625
133
767
226
0
0
100
0
377
52
618
494
772
693
324
27
5
397
267
199
234
375
450
580
633
272
0
294
251
736
521
1016
553
1018
529
1019
491
927
452
887
421
800
423
788
702
741
340
7
100
299
455
590
755
671
521
368
24
0
7
0
0
0
404
192
747
247
898
287
0
0
229
0
661
310
753
541
687
447
185
300
527
704
547
627
663
818
695
725
620
290
115
490
409
951
550
1017
560
1015
513
980
454
892
421
889
516
878
574
834
754
802
370
64
65
115
622
481
680
644
886
653
666
478
533
335
613
472
1013
516
1018
503
627
153
153
0
638
253
815
520
845
682
802
635
296
484
350
188
429
379
258
505
580
778
470
178
156
656
452
1017
519
1018
486
1018
437
421
0
444
0
481
217
529
431
743
814
725
257
187
390
547
694
644
758
616
658
570
216
0
560
351
894
442
1017
469
1018
443
641
143
373
16
832
543
839
729
806
789
760
415
123
519
572
471
579
709
585
668
563
663
301
102
0
351
3
865
258
1015
397
1018
389
927
432
874
530
836
442
676
654
720
819
459
200
226
579
380
497
469
660
530
886
526
232
0
345
0
614
124
1014
371
1018
357
852
280
353
63
492
184
488
403
725
816
724
439
0
69
322
261
416
658
558
848
538
310
0
506
207
726
320
992
334
1018
360
928
322
93
0
682
335
802
648
761
733
730
668
312
426
529
405
541
266
404
773
515
894
479
115
0
905
398
1019
398
1018
353
1019
309
381
0
629
266
729
303
584
563
654
680
581
112
45
417
528
757
540
544
483
881
483
855
402
971
370
903
313
1014
288
993
272
676
70
241
111
723
636
753
763
716
818
675
407
0
446
0
73
67
496
488
892
493
1017
457
1016
405
1016
356
1017
311
1019
280
911
262
841
405
785
263
705
462
656
797
654
496
12
0
0
446
485
656
504
832
464
1015
432
175
0
572
0
981
226
1016
218
908
227
848
179
152
164
694
635
707
544
614
760
617
209
0
170
244
550
483
828
470
1013
433
305
0
693
152
1016
307
1019
273
948
223
870
204
0
123
698
477
729
820
682
644
271
398
0
432
402
527
365
625
458
813
423
1013
388
151
0
505
0
936
154
1015
185
799
208
518
0
0
231
592
478
695
709
661
844
630
318
0
399
357
574
472
761
444
922
399
944
346
475
0
736
0
1014
191
961
214
811
128
10
0
74
346
664
696
687
845
628
819
606
742
547
839
518
761
462
933
418
924
373
365
0
917
238
1016
248
857
154
832
133
47
0
660
200
192
86
0
295
62
130
0
0
0
575
495
799
528
694
391
716
413
228
0
819
284
996
287
934
160
1017
249
883
209
0
162
364
320
619
590
341
577
618
350
0
684
196
410
204
287
283
508
323
924
400
54
0
750
175
1015
294
1018
275
920
241
77
125
534
266
730
753
729
836
678
883
361
132
0
419
335
578
245
287
152
812
382
55
0
261
0
1013
308
1017
284
991
254
764
109
258
203
743
688
744
801
683
913
649
264
0
310
90
621
482
870
481
750
411
879
386
114
0
300
0
867
171
842
58
865
195
6
75
602
207
702
592
585
682
638
536
161
83
68
284
242
573
446
318
243
386
189
0
0
434
0
702
79
767
46
723
0
126
0
300
125
223
288
497
444
467
691
651
352
0
353
42
486
323
548
418
683
480
825
425
47
0
348
0
928
263
1014
317
1018
293
45
15
528
116
613
511
762
776
702
788
604
121
25
545
291
556
415
703
495
889
479
80
0
334
32
935
324
1016
327
1016
276
104
0
554
163
569
281
491
285
116
47
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
64
0
0
0
0
0
0
0
0
0
0
132
0
247
185
263
140
411
1
0
0
393
113
296
177
663
463
851
631
636
336
933
555
1015
536
863
364
663
245
314
0
0
60
67
207
536
867
818
1014
789
691
280
528
564
594
620
1018
667
1018
631
1019
590
1019
555
940
393
977
467
996
461
932
432
292
0
650
468
610
769
791
1014
760
1016
670
657
377
902
646
795
313
138
0
179
0
0
0
935
466
1018
490
1019
461
955
439
788
297
433
386
774
990
738
1010
754
1014
717
530
52
597
523
1014
611
873
556
1016
536
358
0
931
419
1019
433
406
0
140
0
778
263
117
280
780
813
794
1012
751
1015
711
1015
667
981
625
862
588
825
547
1018
518
1019
472
1018
429
1018
385
462
0
659
100
783
217
0
221
335
169
411
408
443
731
493
887
602
275
0
327
18
548
474
632
325
887
414
0
0
0
0
0
0
0
0
0
0
0
0
0
0
14
335
678
894
653
982
733
626
131
671
317
811
632
890
502
830
602
775
390
359
21
873
445
950
379
1018
432
985
424
237
101
506
362
695
519
675
705
730
605
234
0
0
91
13
93
0
29
242
581
538
342
23
